Judul,penulis,Dosen Pembimbing I,Dosen Pembimbing II,abstrak
EFEKTIVITAS PEMBELAJARAN MENGGUNAKAN MODEL KOOPERATIF TIPE NHT (NUMBERED HEAD TOGETHER) MELALUI PENDEKATAN STM (SAINS TEKNOLOGI MASYARAKAT) TERHADAP HASIL BELAJAR IPA SD KELAS IV,Penulis : R. ATTANTRI HARYANINGTYAS,"Badrud Tamam, S.Si., M.Pd.,","Mohammad Edy Nurtamam, S.Pd., M.Si.","Penelitian ini bertujuan untuk mengetahui efektivitas pembelajaran IPA pada model kooperatif tipe NHT dengan menggunakan pendekatan STM terhadap hasil belajar siswa. Populasi pada penelitian ini adalah siswa kelas IV SD Negeri Pangeranan 02 Bangkalan Tahun Ajaran 2015/2016 terdiri dari 34 siswa. Penelitian ini merupakan penelitian kuantitatif dengan metode penelitian True-Experimental Design dengan bentuk desain Pretest-Posttest Control Group Design. Penelitian ini menggunakan probability sampling yaitu dengan teknik simple random sampling, karena pada penelitian ini sampel yang digunakan sebanyak dua kelompok dengan pengambilan anggota sampel dari populasi dilakukan secara acak (random). Berdasarkan hasil penelitian meliputi: (1) Secara klasikal 82,35% siswa dinyatakan memiliki ketuntasan hasil belajar. (2) Aktivitas keterlaksanaan pembelajaran (aktivitas guru) diperoleh rata-rata sebesar 97,22% dan tergolong kategori sangat baik. (3) Aktivitas siswa diperoleh rata-rata sebesar 80,29% dan tergolong kategori sangat baik. (4) Respon siswa diperoleh 95,30% dan tergolong kategori sangat baik. Dengan demikian dapat disimpulkan bahwa model kooperatif tipe NHT dengan menggunakan pendekatan STM efektif terhadap hasil belajar."
"PENGGUNAAN METODE DRILL AND PRACTICE PADA KEMAMPUAN
MENULIS SURAT PRIBADI MATA PELAJARAN
BAHASA INDONESIA KELAS IV
(Studi pada SDN Bancaran 4 Kabupaten Bangkalan
Tahun Pelajaran 2015-2016)",Penulis : MENITA HASNAWATI,"Sulaiman, S.Pd., M.Pd.","Wanda Ramansyah, M.Pd.","Penelitian ini berawal dari observasi yang dilakukan di SDN Bancaran 4 Kabupaten
Bangkalan. Peneliti menemukan permasalahan diantaranya; sebagian besar siswa kurang
aktif, menyontek hasil pekerjaan temannya, dan ramai saat guru menjelaskan materi.
Guru hanya terfokus pada penyampaian materi yang dilakukan secara ceramah. Guru
kurang memilih metode yang tepat yang mampu membuat siswa aktif. Sehingga
kreatifitas mereka terhambat, karena tidak adanya interaksi timbal balik antara guru
dengan siswa. Berdasarkan permasalahan tersebut, diperlukan solusi untuk mengatasinya,
yaitu dengan menggunakan metode pembelajaran yang sesuai dengan materi, misalnya
menggunakan metode drill and practice. Tujuan penelitian ini untuk mendeskripsikan
pelaksanaan pembelajaran materi menulis surat pribadi pada pembelajaran Bahasa
Indonesia. Penelitian ini menggunakan metode penelitian kualitatif deskriptif. Objek
penelitian ini seluruh siswa kelas IV SDN Bancaran 4 yang berjumlah 43 siswa.
Pengumpulan data dilakukan dengan beberapa teknik yaitu observasi, wawancara,
dokumentasi, dan triangulasi data. Sedangkan untuk kegiatan analisis data dimulai dari
pengambilan data, reduksi data, penyajian data, dan penarikan kesimpulan. Hasil
penelitian menunjukkan bahwa pelaksanaan pembelajaran Bahasa Indonesia materi
menulis surat pribadi menggunakan metode drill and practice berjalan kondusif,
menyenangkan, aktif, dan siswa mengerjakan secara mandiri tugas yang diberikan guru.
Alhasil, kemampuan siswa dalam menulis surat pribadi menjadi sangat baik. Hal ini
dapat dilihat dari hasil belajar siswa yang memperoleh nilai sangat baik."
"IMPLEMENTASI MODEL PEMBELAJARAN QUANTUM TEACHING DALAM MATA PELAJARAN ILMU PENGETAHUAN SOSIAL
KELAS IV DI SDN 2 BANGERAN DUKUN GRESIK",Penulis : MUHIMMATUL GHONIYYAH,"Priyono Tri Febrianto, S.Sos., M.Si","Yunin Hidayati, S.Si.,M.Si","Penelitian yang berkaitan dengan implementasi model pembelajaran Quantum Teaching dalam mata pelajaran Ilmu Pengetahuan Sosial kelas IV di SDN 2 Bangeran Dukun Gresik yang sudah diterapkan selama satu semester oleh guru kelas IV. Penelitian ini bertujuan untuk mengetahui implementasi model pembelajaran Quantum Teaching dalam mata pelajaran IPS, untuk mengetahui kelebihan dan kekurangan penerapam model pembelajaran Quantum Teaching dalam mata pelajaran IPS, serta untuk mengetahui dampak yang terjadi setelah diterapkannya model Quantum Teaching dalam mata pelajaran IPS. Penelitian ini menggunakan rancangan penelitian kualitatif deskriptif. Pengumpulan data dilakukan dengan teknik wawancara, observasi dan dokumentasi. Berdasarkan hasil analisis dapat disimpulkan bahwa (1) guru menumbuhkan semangat belajar siswa (2) kelebihan pada model Quantum Teaching mampu membangkitkan semangat siswa dalam pembelajaran IPS dan merubah pembelajaran IPS sangat menyenangkan, sedangkan kekurangannya mengenai waktu, tenaga, dan biaya (3) dampak yang terjadi pada penerapan model Quantum Teaching menjadikan siswa semangat belajar IPS dan aktif dalam pembelajaran."
PENGGUNAAN METODE SOSIODRAMA DALAM MELATIH KETERAMPILAN BERBICARA PADA MATA PELAJARAN BAHASA INDONESIA MATERI MEMERANKAN TOKOH DRAMA SISWA KELAS V SDN BURNEH 02 BANGKALAN TAHUN PELAJARAN 2015/2016,Penulis : FATIMATUZ ZAHROH,"Sulaiman, S.Pd., M.Pd.","M. Busyro Karim, S.Ag., M.Si.","Penelitian yang berkaitan dengan penerapan metode sosiodrama dalam melatih keterampilan berbicara. Sangat penting Pada Pembelajaran Bahasa Indonesia dan dalam kehidupan sehari-hari. Karena dalam pembelajaran siswa diharapkan terampil berbicara agar siswa juga berperan aktif dalam pembelajaran.Tujuan dalam penelitian ini adalah untuk mendeskripsikan penggunaan metode sosiodrama, mendeskripsikan kendala-kendala metode sosiodrama dalam melatih keterampilan berbicara. Subjek penelitian ini adalah siswa kelas V SDN Burneh 02 Bangkalan yang berjumlah 35 siswa. Penelitian ini merupakan Penelitian Kualitatif dengan pendekatan Deskriptif. Teknik Pengumpulan data yakni observasi, wawancara, dan Dokumentasi. Data yang telah terkumpul kemudian direduksi, ditriangulasikan, kemudian dianalisis oleh peneneliti. Hasil dari penelitian ini yaitu terdapat beberapa hal yang harus dilakukan saat guru menerapkan metode sosiodrama dalam melatih keterampilan berbicara mulai dari persiapan, langkah-langkah pembelajaran, dan melakukan penilaian. 
Kata kunci: Metode Sosiodrama, Keterampilan Berbicara, Bahasa Indonesia.
"
"PENGEMBANGAN MEDIA PEMBELAJARAN CORONG BERHITUNG PADA MATA PELAJARAN MATEMATIKA MATERI PERKALIAN
KELAS II SD NEGERI PATERONGAN 1 BANGKALAN",Penulis : NOER FITRIYAH AGUSTINI,"Ariesta Kartika Sari S.Si., M.Pd.,","Wanda Ramansyah, S.Pd., M.Pd.","Hasil observasi awal di SD Negeri Paterongan 1
Bangkalan adalah minimnya penggunaan media menyebabkan,
kurangnya minat siswa terhadap mata pelajaran matematika. Tujuan
dari penelitian ini adalah untuk mencapai kondisi ideal dengan cara
mengembangkan media pembelajaran Corong Berhitung pada mata
pelajaran matematika materi perkalian Kelas II SD Negeri
Paterongan 1 Bangkalan. Penelitian ini menggunakan model
pengembangan Borg dan Gall. Jenis data adalah kualitatif deskriptif
dan statistik kuantitatif. Metode pengumpulan data adalah
observasi, angket, dan tes. Hasil penelitian menunjukkan bahwa: (1)
angket validasi dan buku panduan penggunaan media Corong
Berhitung sangat valid/ efektif dan dapat digunakan dengan tanpa
perbaikan menurut validasi ahli bahasa dengan persentase 99% (2)
persentase hasil validasi ahli materi 91% termasuk dalam kategori
sangat valid/sangat efektif dan dapat digunakan tanpa perbaikan, (3)
persentase hasil validasi ahli media 85% termasuk dalam katagori
sangat valid/efektif dan dapat digunakan tanpa perbaikan, (4)
persentase hasil validasi ahli desain 81% termasuk dalam kategori
sangat valid/sangat efektif dan dapat digunakan tanpa perbaikan (5)
hasil uji coba produk/evaluasi kelompok kecil memperoleh
persentase 86%, (6) hasil uji coba pemakaian/evaluasi lapangan
memperoleh persentase 91%. Kesimpulan penelitian ini adalah
media pembelajaran Corong Berhitung sangat layak digunakan pada
Pembelajaran Matematika Materi Perkalian Kelas II di SD Negeri
Paterongan 1 Bangkalan."
"PERAN GURU DALAM PENCEGAHAN PERNIKAHAN DINI
PADA USIA SEKOLAH DASAR
(STUDI GURU DI SDN TELANG 2)",Penulis : Zahratul Qalbiyyah,"Priyono Tri Febrianto, S.Sos., M.Si","Badrud Tamam, S.Si., M.Si","ABSTRAK
Pada masa kini pernikahan dikalangan siswa sekolah dasar masih sangat tinggi dan merupakan hal yang menjadi salah satu pokok masalah reproduksi dan kesehatan. Kejadian tersebut disebabkan masih kentalnya peranan sosial masyarakat yang mengedepankan tradisi lama. Tujuan dari penelitian ini adalah untuk mengetahui upaya dan peranan guru dalam mencegah pernikahan dini yang terjadi di sekolah dasar. Subjek penelitian dalam penelitian adalah guru SDN Telang 2. Jenis penelitian menggunakan metode kualitatif deskriptif. Tehnik pengumpulan data yang digunakan adalah observasi, wawancara dan dokumentasi. Berdasarkan hasil penelitian upaya dan peran guru dalam pencegahan pernikahan dini di sekolah dasar yaitu selalu memberi nasehat dan motivasi tentang pendidikan yang harus ditempuh dalam usia dini. Selain itu memberikan motivasi berupa beasiswa tunjangan pendidikan agar tidak putus sekolah dan terus melanjutkan pendidikan ke jenjang yang lebih tinggi. Selain itu memberikan gambaran masa depan bagi siswa yang sudah menempuh pendidikan yang tinggi.
Kata Kunci: Peran guru, pernikahan dini."
ANALISIS MOTIVASI BELAJAR SISWA BERDASARKAN PEKERJAAN ORANG TUA SDN WARUNGERING KECAMATAN KEDUNGPRING KABUPATEN LAMONGAN,Penulis : LELY DWI NURAINI,"Priyono Tri Febrianto, S.Sos., M.si.","M. Busyro Karim, S.Ag., M.Si","Tujuan penelitian ini untuk mendeskripsikan atau menggambarkan motivasi belajar siswa SDN Warungering berdasarkan pekerjaan Orang Tua. Penelitian ini menggunakan pendekatan kualitatif deskriptif. Informan yang digunakan dalam penelitian ini adalah seluruh siswa kelas V SDN Warungering. Pengumpulan data yang digunakan yaitu wawancara, observasi, dan dokumentasi. Data yang telah terkumpul kemudian direduksi, dan ditriangulasikan, kemudian dianalisis oleh peneliti.
Hasil dari penelitian ini yaitu motivasi belajar siswa Kelas V SDN Warungering sangat tinggi, hal tersebut tidak dipengaruhi oleh pekerjaan orang tua namun banyak faktor yang mempengaruhi motivasi belajar siswa. Adapun faktor yang mempengaruhi motivasi belajar siswa adalah berasal faktor internal siswa, adapun faktor internal tersebut adalah dari motivasi intrinsik. Motivasi intrinsik siswa yang terdiri dari hasrat untuk belajar, minat serta hobi. Faktor yang mempengaruhi motivasi belajar siswa selanjutnya adalah faktor eksternal. Adapun faktor eksternal tersebut adalah motivasi dari guru, motivasi dari lingkungan serta motivasi dari orang tua."
Pengembangan Media KOMI (Kolase Bumi) Sebagai Media Pembelajaran IPA Kelas V Materi Struktur Bumi di SDN Pangpong Tahun Ajaran 2015/2016,Penulis : RIZA KURNIA LAKSMI,"Badrud Tamam, S.Si ., M.Pd.","Muhammad Busyro Karim., S.Ag. M.Pd","ABSTRAK

Kurangnya penggunaan media pembelajaran dalam kegiatan pembelajaran IPA kelas V di SDN Pangpong merupakan alasan dilakukannya penelitian dan pengembangan. Tujuan penelitian pengembangan ini adalah untuk mengembangkan sebuah produk media pembelajaran KOMI (Kolase Bumi) yang layak dan dapat digunakan sebagai alternatif media pembelajaran IPA pada materi struktur bumi. Model pengembangan yang digunakan yaitu Borg and Gall modifikasi sugiono. Tahap pengembangan media pembelajaran terdiri dari 10 langkah, yaitu identifikasi masalah, pengumpulan informasi, desain produk, validasi desain, perbaikan desain, uji coba kelompok kecil, revisi produk, uji coba kelompok besar, revisi produk tahap akhir, produksi massal. Hasil uji kelayakan pengembangan media pembelajaran KOMI (Kolase Bumi) adalah (1) persentase penilaian ahli media pembelajaran yaitu 86%, ahli desain pembelajaran yaitu 83%, dan ahli materi yaitu 84%, ahli bahasa yaitu 83%, keempat penilaian ahli menunjukkan pada tingkat kriteria âsangat validâ; (2) persentase tanggapan siswa pada uji coba kelompok kecil mengenai media pembelajaran KOMI (Kolase Bumi) yaitu 90% (sangat valid), dan persentase tanggapan siswa pada uji coba kelompok besar mengenai media pembelajaran KOMI (Kolase Bumi) yaitu 94% (sangat valid); (3) pesentase penilaian ahli pengguna yaitu 90%. Hal tersebut menyatakan bahwa media pembelajaran KOMI (Kolase Bumi) materi struktur bumi telah layak digunakan sebagai media pembelajaran IPA untuk siswa kelas V sekolah dasar.
Kata kunci: media pembelajaran, KOMI (Kolase Bumi), struktur bumi.
"
Pengaruh Penerapan Model Peraihan Konsep Terhadap Hasil Belajar Siswa Pada Mata Pelajaran PKn Kelas V SDN Made IV Lamongan,Penulis : Nurul Alfiyah Widiyawati,"Mujtahidin, S.Pd., M.Pd.","Wanda Ramansyah, S.Pd., M.Pd.","Penelitian âPengaruh Penerapan Model Peraihan Konsep Terhadap Hasil Belajar Siswa pada Mata Pelajaran PKn Kelas V SDN Made IV Lamonganâ bertujuan untuk mengetahui adakah pengaruh penerapan model peraihan konsep terhadap hasil belajar siswa kelas eksperimen dan kelas kontrol pada siswa kelas V SDN Made IV Lamongan. Penelitian ini dilakukan di SDN Made IV Lamongan dengan fokus pembelajaran PKn pada materi Negara Kesatuan Republik Indonesia. Jenis penelitian yang digunakan adalah penelitian eksperimen dengan menggunakan penelitian quasi experimental design dengan menggunakan nonequivalent control group design yang terdapat dua kelas dan tanpa diacak. Kelas eksperimen dengan pembelajaran menggunakan model peraihan konsep, sedangkan kelas kontrol dengan pembelajaran menggunakan model konvesional. Instrumen utama yang digunakan adalah tes pilihan ganda sebanyak 20 soal dan angket respon siswa dengan 15 pernyataan tertutup. Observasi aktivitas siswa pertemuan pertama rata-rata skor 3,11 kategori baik dan pertemuan kedua rata-rata skor 3,26 kategori baik, Hasil dari angket respon siswa diperoleh rata-rata 83,54% dengan kategori sangat kuat. Pada pengujian hipotesis diperoleh nilai thitung = 2,616 yang berarti Ho ditolak. Sehingga dapat disimpulkan bahwa ada pengaruh penerapan model peraihan konsep terhadap hasil belajar siswa. 

Kata kunci: Model Peraihan Konsep, PKn, Hasil Belajar
"
"PENGARUH STRATEGI PEMBELAJARAN PRACTICE REHEARSAL PAIRS TERHADAP HASIL BELAJAR (KETERAMPILAN PROSES SAINS)
SISWA PADA PEMBELAJARAN IPA",Penulis : Yuni Trisnawati,"Yunin Hidayati,S.Si.,M.Si,","Moh Edy Nurtamam,S.Pd.,M.Pd,","ABSTRAK
Tujuan penelitian ini adalah untuk mengetahui pengaruh strategi pembelajaran Practice Rehearsal Pairs terhadap keterampilan proses sains dan hasil belajar siswa pada pembelajaran IPA. Penelitian dilaksanakan di SDN Pangeranan 3 Bangkalan tahun ajaran 2015/2016.Metode penelitian yang digunakan adalah metode eksperimen dengan desain penelitian True Experimental Design dan jenis desain Pretest-Posttest Control Group Design.Teknik pengumpulan data menggunakan tes dan lembar observasi. Berdasarkan hasil uji hipotesis hasil belajar siswa diperoleh hasil sig 0,000< 0,025 dan thitung 18,602> ttabel 2,093, maka Ho ditolak. Kesimpulannya adalah terdapat pengaruh yang signifikan strategi pembelajaran Practice Rehearsal Pairs terhadap hasil belajar siswa pada pembelajaran IPA. Hasil belajar posttest kelompok control mencapai 55% dengan nilai rata-rata sebesar 66,5 dan hasil belajar siswa kelompok eksperimen mencapai 85% dengan rata-rata sebesar 74. Strategi pembelajaran Practice Rehearsal Pairsjuga mampu merangsang keterampilan proses sains siswa yaitu keterampilan memprediksi 95%, keterampilan mengamati 100%, keterampilan mengklasifikasikan mencapai 100%, keterampilan mengomunikasikan 82,5% dan keterampilan menyimpulkan 90%.
Kata Kunci: strategi pembelajaran, practice rehearsal pairs, keterampilan proses sains, dan hasil belajar"
"PERILAKU MEROKOK SISWA SEKOLAH DASARDAN HASIL BELAJAR(STUDI KASUS PADA SISWASD NEGERI
OMBUL 3 AROSBAYA)",Penulis : TIKA YULISTIANA PURWANDA,"Mujtahidin, S.Pd., M.Pd.","Mohammad Edy Nurtamam, S.Pd., M.S,i.","Tujuan penelitian ini adalah untuk mengetahui perilaku merokok siswaSD Negeri Ombul 03
Kecamatan Arosbaya, kemudian untuk mengetahui faktor-faktor apa saja yang menyebabkan
perilaku merokoksiswa SD Negeri Ombul 03 Kecamatan Arosbaya, selanjutnya untuk mengetahui
bagaimana prestasi siswa yangmerokok disekolah, dan yang tak kalah penting adalah untuk
mengetahui upaya sekolah terutama guru kelas dan kepala sekolah untuk menghentikan perilaku
merokok siswa SD Negeri Ombul 3 Kecamatan Arosbaya. Metode penelitian ini menggunakan
metode kualitatif dengan pendekatan studi kasus. Sedangkan instrumen penelitian menggunakan
wawancara, dokumentasi dan observasi.
Hasil penelitian ini adalah siswa merokoksering terlambat masuk sekolah, sering mengantuk dan
malas ketika berada dikelas, sering tidak mengerjakan PR, kurang fokus atau tidak bisa konsentrasi
ketika proses belajar mengajar dikelas, suka bergurau di kelas, dan sering terlihat lesu dan kurang
semangat. Kemudian faktor-faktor penyebabnya adalah pengaruh teman sebaya atau teman
satukelas yang mengajak untuk merokok setelah pulang sekolah dan faktor yang paling utama
adalah pengaruh dari lingkungan, tidak adanya kontrol dari pihak guru di sekolah.Siswa yang
merokok mempunyai prestasi belajar yang tidak memuaskan atau mendapat nilai dibawah KKM
(Kriteria Ketuntasan Minimal).Selanjutnya, upaya yang bisa dilakukan oleh pihak sekolah terhadap
siswa yang merokok adalahmemberikan sanksi terhadap siswa yang melanggar peraturan sekolah."
Pengembangan media pembelajaran permainan kartu uno pada pembelajaran matematika kelas IV materi satuan panjang,Penulis : tri azizah ulfah,"eva ari wahyuni,  S.Pd., M.Si","Mohammad Edy Nurtamam, S.Pd., M.Si","Media pembelajaran merupakan salah satu faktor penting dalam keberhasilan proses pembelajaran. Tujuan penelitian ini adalah untuk mengetahui kelayakan dan efektifitas media pembelajaran Permainan Kartu Uno dalam pembelajaran matematika materi satuan panjang kelas IV. Dengan media pembelajaran tujuan pembelajaran dapat tersampaikan dengan lebih baik. Penelitian ini menggunakan model 4D yang terdiri dari 4 tahapan define, design, development dan dessiminate. Instrumen dan media penelitian ini telah divalidasi oleh beberapa ahli yaitu ahli bahasa, ahli materi dan ahli media. Terdapat 3 uji coba penelitian yaitu uji coba perorangan, uji coba kelompok kecil, dan uji coba kelompok besar. Berdasarkan hasil penelitian yang dilakukan, diperoleh hasil bahwa persentase kelayakan media pembelajaran Permainan Kartu Uno menurut ahli bahasa adalah 83,33% (layak),  ahli materi 95,23% (sangat layak), dan ahli media 87,50% (sangat layak). Efektivitas media pembelajaran Permainan Kartu Uno diukur dari segi proses yaitu pada uji perorangan 93,05% (sangat efektif), uji kelompok kecil 95,36% (sangat efektif), dan uji kelompok besar 95,36% (sangat efektif). Kemenarikan media pembelajaran Permainan Kartu Uno diukur menggunakan angket siswa dengan persentase uji perorangan 88,33% (sangat menarik), kelompok kecil 98,92% (sangat menarik), dan kelompok besar 98,92% (sangat menarik)."
